dteday,season,year,month,hr,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count_cr
2011-01-12,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.22,0.197,0.44,0,49,49
2011-01-12,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.2,0.1818,0.47,0,44,44
2011-01-12,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.2,0.1667,0.47,1,48,49
2011-01-12,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.22,0.197,0.44,5,63,68
2011-01-12,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.2,0.1818,0.47,0,139,139
2011-01-12,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.2,0.1515,0.47,2,135,137
2011-01-12,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.18,0.1515,0.47,1,82,83
2011-01-12,Spring,2011,Jan,20,0,Wednesday,1,Clear,0.16,0.1364,0.5,2,54,56
2011-01-12,Spring,2011,Jan,21,0,Wednesday,1,Clear,0.16,0.1364,0.55,0,57,57
2011-01-12,Spring,2011,Jan,22,0,Wednesday,1,Clear,0.16,0.1212,0.55,1,32,33
2011-01-12,Spring,2011,Jan,23,0,Wednesday,1,Clear,0.14,0.1061,0.59,1,19,20
2011-01-13,Spring,2011,Jan,0,0,Thursday,1,Clear,0.14,0.1212,0.59,1,6,7
2011-01-13,Spring,2011,Jan,1,0,Thursday,1,Clear,0.14,0.1212,0.5,0,2,2
2011-01-13,Spring,2011,Jan,2,0,Thursday,1,Clear,0.14,0.1212,0.5,0,2,2
2011-01-13,Spring,2011,Jan,3,0,Thursday,1,Clear,0.14,0.1212,0.5,0,3,3
2011-01-13,Spring,2011,Jan,4,0,Thursday,1,Clear,0.14,0.1212,0.5,0,4,4
2011-01-13,Spring,2011,Jan,5,0,Thursday,1,Clear,0.14,0.1212,0.5,0,3,3
2011-01-13,Spring,2011,Jan,6,0,Thursday,1,Clear,0.12,0.1515,0.54,0,28,28
2011-01-13,Spring,2011,Jan,7,0,Thursday,1,Clear,0.12,0.1515,0.54,0,72,72
2011-01-13,Spring,2011,Jan,8,0,Thursday,1,Clear,0.14,0.1364,0.5,5,197,202
2011-01-13,Spring,2011,Jan,9,0,Thursday,1,Clear,0.14,0.1212,0.5,2,137,139
2011-01-13,Spring,2011,Jan,10,0,Thursday,1,Misty,0.16,0.1364,0.5,2,36,38
2011-01-13,Spring,2011,Jan,11,0,Thursday,1,Misty,0.2,0.1667,0.44,4,33,37
2011-01-13,Spring,2011,Jan,12,0,Thursday,1,Clear,0.2,0.1667,0.44,3,49,52
2011-01-13,Spring,2011,Jan,13,0,Thursday,1,Clear,0.22,0.197,0.41,2,81,83
2011-01-13,Spring,2011,Jan,14,0,Thursday,1,Clear,0.22,0.197,0.41,3,39,42
2011-01-13,Spring,2011,Jan,15,0,Thursday,1,Clear,0.24,0.2121,0.38,5,55,60
2011-01-13,Spring,2011,Jan,16,0,Thursday,1,Clear,0.24,0.2121,0.38,2,76,78
2011-01-13,Spring,2011,Jan,17,0,Thursday,1,Clear,0.2,0.1818,0.4,4,158,162
2011-01-13,Spring,2011,Jan,18,0,Thursday,1,Clear,0.2,0.1818,0.4,3,141,144
2011-01-13,Spring,2011,Jan,19,0,Thursday,1,Clear,0.16,0.1515,0.47,1,98,99
2011-01-13,Spring,2011,Jan,20,0,Thursday,1,Clear,0.16,0.1515,0.47,0,64,64
2011-01-13,Spring,2011,Jan,21,0,Thursday,1,Clear,0.14,0.1212,0.46,0,40,40
2011-01-13,Spring,2011,Jan,22,0,Thursday,1,Clear,0.14,0.1212,0.46,0,30,30
2011-01-13,Spring,2011,Jan,23,0,Thursday,1,Clear,0.12,0.1364,0.5,1,14,15
2011-01-14,Spring,2011,Jan,0,0,Friday,1,Clear,0.12,0.1364,0.5,0,14,14
2011-01-14,Spring,2011,Jan,1,0,Friday,1,Clear,0.1,0.1212,0.54,0,5,5
2011-01-14,Spring,2011,Jan,2,0,Friday,1,Clear,0.1,0.1212,0.54,0,1,1
2011-01-14,Spring,2011,Jan,3,0,Friday,1,Clear,0.1,0.1364,0.54,0,1,1
2011-01-14,Spring,2011,Jan,5,0,Friday,1,Clear,0.1,0.1364,0.54,0,8,8
2011-01-14,Spring,2011,Jan,6,0,Friday,1,Clear,0.1,0.1818,0.54,0,17,17
2011-01-14,Spring,2011,Jan,7,0,Friday,1,Clear,0.1,0.1212,0.74,0,70,70
2011-01-14,Spring,2011,Jan,8,0,Friday,1,Clear,0.12,0.1667,0.68,2,156,158
2011-01-14,Spring,2011,Jan,9,0,Friday,1,Clear,0.14,0.1515,0.69,0,117,117
2011-01-14,Spring,2011,Jan,10,0,Friday,1,Clear,0.18,0.1818,0.55,4,40,44
2011-01-14,Spring,2011,Jan,11,0,Friday,1,Clear,0.18,0.1667,0.51,6,47,53
2011-01-14,Spring,2011,Jan,12,0,Friday,1,Clear,0.2,0.197,0.44,2,59,61
2011-01-14,Spring,2011,Jan,13,0,Friday,1,Clear,0.22,0.197,0.37,4,73,77
2011-01-14,Spring,2011,Jan,14,0,Friday,1,Clear,0.22,0.2121,0.41,5,59,64
2011-01-14,Spring,2011,Jan,15,0,Friday,1,Clear,0.24,0.2424,0.38,9,59,68
2011-01-14,Spring,2011,Jan,16,0,Friday,1,Clear,0.22,0.2424,0.41,3,87,90
2011-01-14,Spring,2011,Jan,17,0,Friday,1,Clear,0.22,0.2273,0.41,4,155,159
2011-01-14,Spring,2011,Jan,18,0,Friday,1,Clear,0.2,0.2576,0.47,5,134,139
2011-01-14,Spring,2011,Jan,19,0,Friday,1,Clear,0.16,0.197,0.59,3,89,92
2011-01-14,Spring,2011,Jan,20,0,Friday,1,Clear,0.18,0.2424,0.59,0,68,68
2011-01-14,Spring,2011,Jan,21,0,Friday,1,Clear,0.16,0.2273,0.69,4,48,52
2011-01-14,Spring,2011,Jan,22,0,Friday,1,Misty,0.16,0.2273,0.69,2,34,36
2011-01-14,Spring,2011,Jan,23,0,Friday,1,Misty,0.18,0.2424,0.55,1,26,27
2011-01-15,Spring,2011,Jan,0,0,Saturday,0,Clear,0.18,0.2424,0.55,3,25,28
2011-01-15,Spring,2011,Jan,1,0,Saturday,0,Misty,0.16,0.197,0.59,2,18,20
2011-01-15,Spring,2011,Jan,2,0,Saturday,0,Misty,0.16,0.197,0.59,0,12,12
2011-01-15,Spring,2011,Jan,3,0,Saturday,0,Misty,0.16,0.2273,0.59,1,7,8
2011-01-15,Spring,2011,Jan,4,0,Saturday,0,Misty,0.16,0.2273,0.59,0,5,5
2011-01-15,Spring,2011,Jan,5,0,Saturday,0,Clear,0.16,0.2273,0.59,0,1,1
2011-01-15,Spring,2011,Jan,6,0,Saturday,0,Clear,0.14,0.1667,0.63,1,2,3
2011-01-15,Spring,2011,Jan,7,0,Saturday,0,Clear,0.14,0.2121,0.63,1,9,10
2011-01-15,Spring,2011,Jan,8,0,Saturday,0,Clear,0.14,0.1515,0.63,1,22,23
2011-01-15,Spring,2011,Jan,9,0,Saturday,0,Clear,0.16,0.1818,0.64,2,31,33
2011-01-15,Spring,2011,Jan,10,0,Saturday,0,Clear,0.18,0.197,0.59,2,57,59
2011-01-15,Spring,2011,Jan,11,0,Saturday,0,Clear,0.2,0.197,0.55,18,54,72
2011-01-15,Spring,2011,Jan,12,0,Saturday,0,Clear,0.24,0.2273,0.48,15,74,89
2011-01-15,Spring,2011,Jan,13,0,Saturday,0,Clear,0.28,0.2576,0.38,21,80,101
2011-01-15,Spring,2011,Jan,14,0,Saturday,0,Clear,0.3,0.2879,0.39,26,92,118
2011-01-15,Spring,2011,Jan,15,0,Saturday,0,Misty,0.32,0.3182,0.36,21,108,129
2011-01-15,Spring,2011,Jan,16,0,Saturday,0,Misty,0.34,0.3333,0.34,33,95,128
2011-01-15,Spring,2011,Jan,17,0,Saturday,0,Misty,0.32,0.303,0.36,29,54,83
2011-01-15,Spring,2011,Jan,18,0,Saturday,0,Misty,0.3,0.2879,0.45,15,69,84
2011-01-15,Spring,2011,Jan,19,0,Saturday,0,Misty,0.32,0.303,0.39,14,60,74
2011-01-15,Spring,2011,Jan,20,0,Saturday,0,Misty,0.32,0.303,0.39,6,35,41
2011-01-15,Spring,2011,Jan,21,0,Saturday,0,Misty,0.32,0.303,0.39,6,51,57
2011-01-15,Spring,2011,Jan,22,0,Saturday,0,Misty,0.3,0.3182,0.42,0,26,26
2011-01-15,Spring,2011,Jan,23,0,Saturday,0,Clear,0.3,0.2879,0.45,5,39,44
2011-01-16,Spring,2011,Jan,0,0,Sunday,0,Clear,0.26,0.303,0.56,6,33,39
2011-01-16,Spring,2011,Jan,1,0,Sunday,0,Clear,0.26,0.2727,0.56,4,19,23
2011-01-16,Spring,2011,Jan,2,0,Sunday,0,Clear,0.26,0.2879,0.56,3,13,16
2011-01-16,Spring,2011,Jan,3,0,Sunday,0,Clear,0.22,0.2727,0.69,9,6,15
2011-01-16,Spring,2011,Jan,4,0,Sunday,0,Clear,0.26,0.2576,0.56,0,1,1
2011-01-16,Spring,2011,Jan,5,0,Sunday,0,Misty,0.26,0.2576,0.56,1,1,2
2011-01-16,Spring,2011,Jan,6,0,Sunday,0,Misty,0.26,0.2576,0.56,0,1,1
2011-01-16,Spring,2011,Jan,7,0,Sunday,0,Misty,0.24,0.2121,0.56,0,3,3
2011-01-16,Spring,2011,Jan,8,0,Sunday,0,Clear,0.22,0.2121,0.55,0,18,18
2011-01-16,Spring,2011,Jan,9,0,Sunday,0,Clear,0.22,0.2121,0.51,3,29,32
2011-01-16,Spring,2011,Jan,10,0,Sunday,0,Clear,0.22,0.2121,0.51,8,71,79
2011-01-16,Spring,2011,Jan,11,0,Sunday,0,Clear,0.24,0.2273,0.44,23,70,93
2011-01-16,Spring,2011,Jan,12,0,Sunday,0,Clear,0.24,0.2121,0.41,29,75,104
2011-01-16,Spring,2011,Jan,13,0,Sunday,0,Clear,0.26,0.2273,0.35,23,95,118
2011-01-16,Spring,2011,Jan,14,0,Sunday,0,Clear,0.28,0.2727,0.36,22,69,91
2011-01-16,Spring,2011,Jan,15,0,Sunday,0,Clear,0.26,0.2424,0.38,35,78,113
2011-01-16,Spring,2011,Jan,16,0,Sunday,0,Clear,0.24,0.2273,0.38,22,77,99
2011-01-16,Spring,2011,Jan,17,0,Sunday,0,Clear,0.22,0.2121,0.37,23,82,105
2011-01-16,Spring,2011,Jan,18,0,Sunday,0,Clear,0.2,0.2121,0.4,11,56,67
2011-01-16,Spring,2011,Jan,19,0,Sunday,0,Clear,0.18,0.197,0.47,14,47,61
2011-01-16,Spring,2011,Jan,20,0,Sunday,0,Clear,0.18,0.197,0.47,7,50,57
2011-01-16,Spring,2011,Jan,21,0,Sunday,0,Clear,0.18,0.197,0.51,6,22,28
2011-01-16,Spring,2011,Jan,22,0,Sunday,0,Misty,0.2,0.2121,0.49,2,19,21
2011-01-16,Spring,2011,Jan,23,0,Sunday,0,Misty,0.2,0.2273,0.4,0,18,18
2011-01-17,Spring,2011,Jan,0,1,Monday,0,Misty,0.2,0.197,0.47,1,16,17
2011-01-17,Spring,2011,Jan,1,1,Monday,0,Misty,0.2,0.197,0.44,1,15,16
2011-01-17,Spring,2011,Jan,2,1,Monday,0,Misty,0.18,0.1667,0.43,0,8,8
2011-01-17,Spring,2011,Jan,3,1,Monday,0,Misty,0.18,0.1818,0.43,0,2,2
2011-01-17,Spring,2011,Jan,4,1,Monday,0,Misty,0.18,0.197,0.43,1,2,3
2011-01-17,Spring,2011,Jan,5,1,Monday,0,Misty,0.18,0.197,0.43,0,1,1
2011-01-17,Spring,2011,Jan,6,1,Monday,0,Misty,0.18,0.1818,0.43,0,5,5
2011-01-17,Spring,2011,Jan,7,1,Monday,0,Misty,0.16,0.1818,0.5,4,9,13
2011-01-17,Spring,2011,Jan,8,1,Monday,0,Misty,0.16,0.1515,0.47,3,30,33
2011-01-17,Spring,2011,Jan,9,1,Monday,0,Misty,0.16,0.1515,0.47,8,39,47
2011-01-17,Spring,2011,Jan,10,1,Monday,0,Misty,0.16,0.1515,0.5,7,50,57
2011-01-17,Spring,2011,Jan,11,1,Monday,0,Misty,0.16,0.1515,0.55,9,55,64
2011-01-17,Spring,2011,Jan,12,1,Monday,0,Misty,0.18,0.197,0.47,10,70,80
2011-01-17,Spring,2011,Jan,13,1,Monday,0,Misty,0.18,0.197,0.47,13,80,93
2011-01-17,Spring,2011,Jan,14,1,Monday,0,Misty,0.18,0.2121,0.43,12,74,86
2011-01-17,Spring,2011,Jan,15,1,Monday,0,Misty,0.2,0.2121,0.47,21,72,93
2011-01-17,Spring,2011,Jan,16,1,Monday,0,Misty,0.2,0.2121,0.47,6,76,82
2011-01-17,Spring,2011,Jan,17,1,Monday,0,Clear,0.2,0.197,0.51,4,67,71
2011-01-17,Spring,2011,Jan,18,1,Monday,0,Misty,0.18,0.1667,0.55,7,85,92
2011-01-17,Spring,2011,Jan,19,1,Monday,0,Light Snow,0.18,0.1818,0.59,2,58,60
2011-01-17,Spring,2011,Jan,20,1,Monday,0,Light Snow,0.16,0.1515,0.8,4,29,33
2011-01-17,Spring,2011,Jan,21,1,Monday,0,Light Snow,0.16,0.1515,0.8,3,24,27
2011-01-17,Spring,2011,Jan,22,1,Monday,0,Light Snow,0.14,0.1212,0.93,0,13,13
2011-01-17,Spring,2011,Jan,23,1,Monday,0,Light Snow,0.16,0.1364,0.86,1,3,4
2011-01-18,Spring,2011,Jan,12,0,Tuesday,1,Misty,0.2,0.1818,0.86,0,3,3
2011-01-18,Spring,2011,Jan,13,0,Tuesday,1,Misty,0.2,0.197,0.86,0,22,22
2011-01-18,Spring,2011,Jan,14,0,Tuesday,1,Misty,0.22,0.2273,0.8,2,26,28
2011-01-18,Spring,2011,Jan,15,0,Tuesday,1,Misty,0.22,0.2273,0.87,3,32,35
2011-01-18,Spring,2011,Jan,16,0,Tuesday,1,Misty,0.22,0.2273,0.87,0,61,61
2011-01-18,Spring,2011,Jan,17,0,Tuesday,1,Misty,0.22,0.2273,0.82,1,124,125
2011-01-18,Spring,2011,Jan,18,0,Tuesday,1,Misty,0.22,0.2273,0.8,1,132,133
2011-01-18,Spring,2011,Jan,19,0,Tuesday,1,Misty,0.22,0.2273,0.8,1,98,99
2011-01-18,Spring,2011,Jan,20,0,Tuesday,1,Misty,0.22,0.2727,0.87,0,83,83
2011-01-18,Spring,2011,Jan,21,0,Tuesday,1,Misty,0.22,0.2424,0.93,0,41,41
2011-01-18,Spring,2011,Jan,22,0,Tuesday,1,Misty,0.22,0.2576,0.93,0,33,33
2011-01-18,Spring,2011,Jan,23,0,Tuesday,1,Misty,0.22,0.2727,0.93,1,19,20
2011-01-19,Spring,2011,Jan,0,0,Wednesday,1,Misty,0.22,0.2727,0.93,0,3,3
2011-01-19,Spring,2011,Jan,1,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,1,6,7
2011-01-19,Spring,2011,Jan,2,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,0,3,3
2011-01-19,Spring,2011,Jan,4,0,Wednesday,1,Light Snow,0.22,0.2273,0.93,1,1,2
2011-01-19,Spring,2011,Jan,5,0,Wednesday,1,Misty,0.22,0.2576,0.93,0,7,7
2011-01-19,Spring,2011,Jan,6,0,Wednesday,1,Misty,0.22,0.2576,0.93,0,32,32
2011-01-19,Spring,2011,Jan,7,0,Wednesday,1,Misty,0.24,0.2576,0.92,1,89,90
2011-01-19,Spring,2011,Jan,8,0,Wednesday,1,Misty,0.24,0.2576,0.93,1,196,197
2011-01-19,Spring,2011,Jan,9,0,Wednesday,1,Misty,0.24,0.2576,0.93,2,107,109
2011-01-19,Spring,2011,Jan,10,0,Wednesday,1,Misty,0.26,0.2727,0.93,1,46,47
2011-01-19,Spring,2011,Jan,11,0,Wednesday,1,Misty,0.28,0.303,0.87,5,47,52
2011-01-19,Spring,2011,Jan,12,0,Wednesday,1,Misty,0.3,0.3182,0.81,5,65,70
2011-01-19,Spring,2011,Jan,13,0,Wednesday,1,Clear,0.4,0.4091,0.62,11,67,78
2011-01-19,Spring,2011,Jan,14,0,Wednesday,1,Clear,0.4,0.4091,0.58,7,68,75
2011-01-19,Spring,2011,Jan,15,0,Wednesday,1,Clear,0.4,0.4091,0.54,4,78,82
2011-01-19,Spring,2011,Jan,16,0,Wednesday,1,Clear,0.38,0.3939,0.58,10,94,104
2011-01-19,Spring,2011,Jan,17,0,Wednesday,1,Clear,0.36,0.3333,0.57,7,190,197
2011-01-19,Spring,2011,Jan,18,0,Wednesday,1,Clear,0.34,0.3182,0.61,5,156,161
2011-01-19,Spring,2011,Jan,19,0,Wednesday,1,Clear,0.32,0.2879,0.57,4,108,112
2011-01-19,Spring,2011,Jan,20,0,Wednesday,1,Clear,0.32,0.303,0.49,2,74,76
2011-01-19,Spring,2011,Jan,21,0,Wednesday,1,Clear,0.32,0.2879,0.49,4,55,59
2011-01-19,Spring,2011,Jan,22,0,Wednesday,1,Clear,0.3,0.303,0.52,6,53,59
2011-01-19,Spring,2011,Jan,23,0,Wednesday,1,Clear,0.3,0.2727,0.52,1,27,28
2011-01-20,Spring,2011,Jan,0,0,Thursday,1,Clear,0.26,0.2273,0.56,5,8,13
2011-01-20,Spring,2011,Jan,1,0,Thursday,1,Clear,0.26,0.2727,0.56,2,3,5
2011-01-20,Spring,2011,Jan,2,0,Thursday,1,Clear,0.26,0.2727,0.56,0,2,2
2011-01-20,Spring,2011,Jan,3,0,Thursday,1,Clear,0.26,0.2576,0.56,0,1,1
2011-01-20,Spring,2011,Jan,4,0,Thursday,1,Clear,0.26,0.2576,0.56,0,1,1
2011-01-20,Spring,2011,Jan,5,0,Thursday,1,Clear,0.24,0.2273,0.6,0,6,6
2011-01-20,Spring,2011,Jan,6,0,Thursday,1,Clear,0.22,0.2121,0.6,0,35,35
2011-01-20,Spring,2011,Jan,7,0,Thursday,1,Clear,0.22,0.2121,0.55,1,100,101
2011-01-20,Spring,2011,Jan,8,0,Thursday,1,Clear,0.22,0.2121,0.55,2,247,249
2011-01-20,Spring,2011,Jan,9,0,Thursday,1,Misty,0.24,0.2273,0.52,3,140,143
2011-01-20,Spring,2011,Jan,10,0,Thursday,1,Clear,0.26,0.2273,0.48,1,56,57
2011-01-20,Spring,2011,Jan,11,0,Thursday,1,Misty,0.28,0.2727,0.45,5,63,68
2011-01-20,Spring,2011,Jan,12,0,Thursday,1,Misty,0.3,0.3333,0.42,7,77,84
2011-01-20,Spring,2011,Jan,13,0,Thursday,1,Misty,0.28,0.2879,0.45,12,86,98
2011-01-20,Spring,2011,Jan,14,0,Thursday,1,Misty,0.3,0.303,0.45,6,75,81
2011-01-20,Spring,2011,Jan,15,0,Thursday,1,Misty,0.32,0.3182,0.45,8,62,70
2011-01-20,Spring,2011,Jan,16,0,Thursday,1,Misty,0.3,0.303,0.49,8,83,91
2011-01-20,Spring,2011,Jan,17,0,Thursday,1,Misty,0.3,0.3182,0.49,8,207,215
2011-01-20,Spring,2011,Jan,18,0,Thursday,1,Misty,0.26,0.2576,0.56,1,184,185
2011-01-20,Spring,2011,Jan,19,0,Thursday,1,Clear,0.26,0.2273,0.56,6,146,152
2011-01-20,Spring,2011,Jan,20,0,Thursday,1,Misty,0.26,0.2424,0.6,2,124,126
2011-01-20,Spring,2011,Jan,21,0,Thursday,1,Misty,0.24,0.2273,0.6,3,54,57
2011-01-20,Spring,2011,Jan,22,0,Thursday,1,Misty,0.24,0.2121,0.65,0,56,56
2011-01-20,Spring,2011,Jan,23,0,Thursday,1,Misty,0.24,0.2121,0.65,3,28,31
2011-01-21,Spring,2011,Jan,0,0,Friday,1,Misty,0.24,0.2273,0.7,1,20,21
2011-01-21,Spring,2011,Jan,1,0,Friday,1,Misty,0.24,0.2273,0.7,0,6,6
2011-01-21,Spring,2011,Jan,2,0,Friday,1,Light Snow,0.24,0.2424,0.75,0,2,2
2011-01-21,Spring,2011,Jan,3,0,Friday,1,Light Snow,0.22,0.2121,0.8,0,1,1
2011-01-21,Spring,2011,Jan,4,0,Friday,1,Misty,0.22,0.2576,0.87,0,1,1
2011-01-21,Spring,2011,Jan,5,0,Friday,1,Clear,0.24,0.197,0.6,1,4,5
2011-01-21,Spring,2011,Jan,6,0,Friday,1,Clear,0.22,0.2121,0.55,0,27,27
2011-01-21,Spring,2011,Jan,7,0,Friday,1,Clear,0.2,0.1818,0.51,2,66,68
2011-01-21,Spring,2011,Jan,8,0,Friday,1,Clear,0.2,0.1818,0.47,7,210,217
2011-01-21,Spring,2011,Jan,9,0,Friday,1,Clear,0.2,0.1818,0.51,7,159,166
2011-01-21,Spring,2011,Jan,10,0,Friday,1,Clear,0.2,0.1667,0.47,6,57,63
2011-01-21,Spring,2011,Jan,11,0,Friday,1,Clear,0.22,0.1818,0.41,6,53,59
2011-01-21,Spring,2011,Jan,12,0,Friday,1,Clear,0.22,0.1818,0.27,11,67,78
2011-01-21,Spring,2011,Jan,13,0,Friday,1,Clear,0.2,0.1515,0.21,8,65,73
2011-01-21,Spring,2011,Jan,14,0,Friday,1,Clear,0.2,0.1515,0.25,6,56,62
2011-01-21,Spring,2011,Jan,15,0,Friday,1,Clear,0.16,0.1212,0.26,4,61,65
2011-01-21,Spring,2011,Jan,16,0,Friday,1,Clear,0.16,0.1364,0.26,0,97,97
2011-01-21,Spring,2011,Jan,17,0,Friday,1,Clear,0.14,0.1212,0.28,10,151,161
2011-01-21,Spring,2011,Jan,18,0,Friday,1,Clear,0.12,0.1212,0.3,1,119,120
2011-01-21,Spring,2011,Jan,19,0,Friday,1,Clear,0.12,0.1061,0.3,3,93,96
2011-01-21,Spring,2011,Jan,20,0,Friday,1,Clear,0.1,0.0758,0.33,1,52,53
2011-01-21,Spring,2011,Jan,21,0,Friday,1,Clear,0.08,0.0758,0.38,0,41,41
2011-01-21,Spring,2011,Jan,22,0,Friday,1,Clear,0.06,0.0303,0.41,1,33,34
2011-01-21,Spring,2011,Jan,23,0,Friday,1,Clear,0.06,0.0455,0.38,0,27,27
2011-01-22,Spring,2011,Jan,0,0,Saturday,0,Clear,0.04,0.0303,0.45,0,13,13
2011-01-22,Spring,2011,Jan,1,0,Saturday,0,Misty,0.04,0.0,0.41,3,9,12
2011-01-22,Spring,2011,Jan,2,0,Saturday,0,Misty,0.04,0.0303,0.41,0,11,11
2011-01-22,Spring,2011,Jan,3,0,Saturday,0,Misty,0.04,0.0303,0.41,1,6,7
2011-01-22,Spring,2011,Jan,4,0,Saturday,0,Misty,0.02,0.0152,0.48,0,3,3
2011-01-22,Spring,2011,Jan,6,0,Saturday,0,Misty,0.02,0.0303,0.44,0,2,2
2011-01-22,Spring,2011,Jan,7,0,Saturday,0,Clear,0.02,0.0152,0.44,0,8,8
2011-01-22,Spring,2011,Jan,8,0,Saturday,0,Clear,0.02,0.0,0.44,1,26,27
2011-01-22,Spring,2011,Jan,9,0,Saturday,0,Clear,0.04,0.0303,0.41,3,37,40
2011-01-22,Spring,2011,Jan,10,0,Saturday,0,Misty,0.04,0.0606,0.41,3,50,53
2011-01-22,Spring,2011,Jan,11,0,Saturday,0,Misty,0.06,0.0758,0.38,4,59,63
2011-01-22,Spring,2011,Jan,12,0,Saturday,0,Misty,0.06,0.1061,0.38,10,60,70
2011-01-22,Spring,2011,Jan,13,0,Saturday,0,Clear,0.08,0.1667,0.35,12,72,84
2011-01-22,Spring,2011,Jan,14,0,Saturday,0,Clear,0.1,0.1364,0.33,11,64,75
2011-01-22,Spring,2011,Jan,15,0,Saturday,0,Clear,0.12,0.1515,0.28,10,93,103
2011-01-22,Spring,2011,Jan,16,0,Saturday,0,Clear,0.12,0.1364,0.28,11,72,83
2011-01-22,Spring,2011,Jan,17,0,Saturday,0,Clear,0.12,0.197,0.28,8,59,67
2011-01-22,Spring,2011,Jan,18,0,Saturday,0,Clear,0.08,0.0909,0.35,0,54,54
2011-01-22,Spring,2011,Jan,19,0,Saturday,0,Clear,0.08,0.1061,0.35,6,53,59
2011-01-22,Spring,2011,Jan,20,0,Saturday,0,Clear,0.06,0.0758,0.45,1,44,45
2011-01-22,Spring,2011,Jan,21,0,Saturday,0,Clear,0.06,0.1061,0.41,0,39,39
2011-01-22,Spring,2011,Jan,22,0,Saturday,0,Clear,0.06,0.1515,0.49,7,23,30
2011-01-22,Spring,2011,Jan,23,0,Saturday,0,Clear,0.04,0.0758,0.57,2,31,33
2011-01-23,Spring,2011,Jan,0,0,Sunday,0,Clear,0.04,0.0758,0.57,2,20,22
2011-01-23,Spring,2011,Jan,1,0,Sunday,0,Clear,0.04,0.0758,0.57,1,12,13
2011-01-23,Spring,2011,Jan,2,0,Sunday,0,Clear,0.02,0.0606,0.62,3,15,18
2011-01-23,Spring,2011,Jan,3,0,Sunday,0,Clear,0.02,0.0606,0.62,1,4,5
2011-01-23,Spring,2011,Jan,5,0,Sunday,0,Misty,0.04,0.0758,0.57,0,3,3
2011-01-23,Spring,2011,Jan,6,0,Sunday,0,Misty,0.04,0.0758,0.57,0,1,1
2011-01-23,Spring,2011,Jan,7,0,Sunday,0,Clear,0.08,0.1061,0.58,1,1,2
2011-01-23,Spring,2011,Jan,8,0,Sunday,0,Clear,0.06,0.0758,0.62,2,17,19
2011-01-23,Spring,2011,Jan,9,0,Sunday,0,Clear,0.1,0.0758,0.54,3,25,28
2011-01-23,Spring,2011,Jan,10,0,Sunday,0,Clear,0.14,0.1061,0.46,7,51,58
2011-01-23,Spring,2011,Jan,11,0,Sunday,0,Clear,0.14,0.1364,0.43,22,77,99
2011-01-23,Spring,2011,Jan,12,0,Sunday,0,Clear,0.16,0.1212,0.37,24,92,116
2011-01-23,Spring,2011,Jan,13,0,Sunday,0,Clear,0.14,0.1061,0.33,12,75,87
2011-01-23,Spring,2011,Jan,14,0,Sunday,0,Clear,0.16,0.1364,0.28,17,93,110
2011-01-23,Spring,2011,Jan,15,0,Sunday,0,Clear,0.16,0.1364,0.28,13,64,77
2011-01-23,Spring,2011,Jan,16,0,Sunday,0,Clear,0.16,0.1364,0.26,9,56,65
2011-01-23,Spring,2011,Jan,17,0,Sunday,0,Clear,0.14,0.1061,0.26,5,50,55
2011-01-23,Spring,2011,Jan,18,0,Sunday,0,Clear,0.12,0.1212,0.3,5,44,49
2011-01-23,Spring,2011,Jan,19,0,Sunday,0,Clear,0.12,0.1212,0.3,5,45,50
2011-01-23,Spring,2011,Jan,20,0,Sunday,0,Clear,0.1,0.1061,0.36,4,31,35
2011-01-23,Spring,2011,Jan,21,0,Sunday,0,Clear,0.1,0.1061,0.36,5,20,25
2011-01-23,Spring,2011,Jan,22,0,Sunday,0,Clear,0.08,0.0909,0.38,5,23,28
2011-01-23,Spring,2011,Jan,23,0,Sunday,0,Clear,0.06,0.0606,0.41,4,17,21
2011-01-24,Spring,2011,Jan,0,0,Monday,1,Clear,0.06,0.0606,0.41,0,7,7
2011-01-24,Spring,2011,Jan,1,0,Monday,1,Clear,0.04,0.0455,0.45,0,1,1
2011-01-24,Spring,2011,Jan,3,0,Monday,1,Clear,0.04,0.0303,0.45,0,1,1
2011-01-24,Spring,2011,Jan,4,0,Monday,1,Clear,0.02,0.0606,0.48,0,1,1
2011-01-24,Spring,2011,Jan,5,0,Monday,1,Clear,0.02,0.0606,0.48,0,5,5
2011-01-24,Spring,2011,Jan,6,0,Monday,1,Clear,0.02,0.0758,0.48,0,15,15
2011-01-24,Spring,2011,Jan,7,0,Monday,1,Clear,0.02,0.1212,0.48,5,79,84
2011-01-24,Spring,2011,Jan,8,0,Monday,1,Clear,0.04,0.1364,0.49,6,171,177
2011-01-24,Spring,2011,Jan,9,0,Monday,1,Clear,0.06,0.1515,0.41,4,98,102
2011-01-24,Spring,2011,Jan,10,0,Monday,1,Clear,0.1,0.1364,0.42,6,34,40
